source;source_id;source_url;perusahaan_source_id;perusahaan_nama;perusahaan_id;judul;deskripsi;lokasi;kuota;status;tgl_buka;tgl_tutup;syarat;kontak_email;scraped_at
maganghub;a2416764-78e2-496b-a4b9-8dce333d3c5f;https://maganghub.kemnaker.go.id/magang-nasional/lowongan/petugas-administrasi-pelayanan-medis-a2416764-78e2-496b-a4b9-8dce333d3c5f;267a0851-9c40-4524-9f03-2a17d05a9ed1;Rumah Sakit Al Huda Genteng;maganghub-267a0851-9c40-4524-9f03-2a17d05a9ed1;Petugas Administrasi Pelayanan Medis;Petugas Administrasi Pelayanan Medis Rumah Sakit bertanggung jawab mengelola alur dokumen dan data pasien sebelum hingga sesudah perawatan. Tugas utamanya meliputi melayani pendaftaran, verifikasi kelengkapan berkas pasien (termasuk klaim asuransi/BPJS), mengatur jadwal dokter dan tindakan medis, serta mendokumentasikan pelaporan;Kab. Banyuwangi;1;Aktif;14/07/2026;28/07/2026;Program studi: Administrasi Rumah Sakit, Ilmu Kesehatan Masyarakat, Kesehatan Masyarakat, Administrasi Kesehatan, Manajemen Pelayanan Rumah Sakit | Tingkat pendidikan: Sarjana;rs_alhuda@yahoo.com;2026-08-11T06:22:51Z
maganghub;a24167f2-6b0e-4114-b345-ec428b025be5;https://maganghub.kemnaker.go.id/magang-nasional/lowongan/terapi-wicara-a24167f2-6b0e-4114-b345-ec428b025be5;267a0851-9c40-4524-9f03-2a17d05a9ed1;Rumah Sakit Al Huda Genteng;maganghub-267a0851-9c40-4524-9f03-2a17d05a9ed1;Terapi Wicara;mengevaluasi, mendiagnosis, dan menangani pasien segala usia yang mengalami gangguan bicara, bahasa, komunikasi, suara, dan menelan (seperti disfagia, keterlambatan bicara, atau afasia pasca-stroke). Mereka menyusun program rehabilitasi dan memantau perkembangan pasien secara berkala;Kab. Banyuwangi;1;Aktif;14/07/2026;28/07/2026;Program studi: Terapi Wicara dan Bahasa, Terapi Wicara | Tingkat pendidikan: Diploma, Sarjana, Profesi;rs_alhuda@yahoo.com;2026-08-11T06:22:53Z
maganghub;a2416c3d-c9c3-48e5-8da4-4278235a4e94;https://maganghub.kemnaker.go.id/magang-nasional/lowongan/petugas-adminstrasi-personalia-a2416c3d-c9c3-48e5-8da4-4278235a4e94;267a0851-9c40-4524-9f03-2a17d05a9ed1;Rumah Sakit Al Huda Genteng;maganghub-267a0851-9c40-4524-9f03-2a17d05a9ed1;Petugas Adminstrasi personalia;bertanggung jawab mengelola administrasi kepegawaian. Tugas utamanya meliputi rekrutmen, pengelolaan data dan absensi, pemeliharaan kontrak kerja, serta administrasi hak-hak karyawan seperti cuti. Mereka juga memastikan operasional staf berjalan lancar sesuai standar;Kab. Banyuwangi;1;Aktif;14/07/2026;28/07/2026;Program studi: Psikologi, Manajemen Administrasi, Akuntansi, Manajemen Administrasi Perkantoran, Hukum | Tingkat pendidikan: Sarjana;rs_alhuda@yahoo.com;2026-08-11T06:22:55Z
maganghub;a2415a60-d467-410e-8747-8332fd901bab;https://maganghub.kemnaker.go.id/magang-nasional/lowongan/petugas-k3-rumah-sakit-a2415a60-d467-410e-8747-8332fd901bab;267a0851-9c40-4524-9f03-2a17d05a9ed1;Rumah Sakit Al Huda Genteng;maganghub-267a0851-9c40-4524-9f03-2a17d05a9ed1;Petugas K3 Rumah Sakit;merencanakan, melaksanakan, dan mengawasi upaya perlindungan keselamatan dan kesehatan bagi seluruh tenaga medis, karyawan, pasien, hingga pengunjung. Mereka bertanggung jawab mencegah kecelakaan kerja, mengelola bahan berbahaya beracun (B3),serta memastikan kesiapsiagaan tanggap darurat di lingkungan fasilitas kesehatan;Kab. Banyuwangi;1;Aktif;14/07/2026;28/07/2026;Program studi: Kesehatan dan Keselamatan Kerja, Keselamatan Kesehatan Kerja, Keselamatan Dan Kesehatan Kerja, Ilmu Kesehatan Masyarakat, Hiperkes Dan Keselamatan Kerja | Tingkat pendidikan: Sarjana, Diploma;rs_alhuda@yahoo.com;2026-08-11T06:22:57Z
maganghub;a2416aea-370d-4ca8-9179-7025346a74d6;https://maganghub.kemnaker.go.id/magang-nasional/lowongan/adminsitrasi-penunjang-medis-a2416aea-370d-4ca8-9179-7025346a74d6;267a0851-9c40-4524-9f03-2a17d05a9ed1;Rumah Sakit Al Huda Genteng;maganghub-267a0851-9c40-4524-9f03-2a17d05a9ed1;adminsitrasi Penunjang Medis;pengelolaan dokumen, penjadwalan, dan pencatatan data. Ini mencakup pengelolaan rekam medis, input data tindakan ke sistem informasi, pengaturan jadwal pemeriksaan laboratorium/radiologi, serta pengadaan dan distribusi logistik.;Kab. Banyuwangi;1;Aktif;14/07/2026;28/07/2026;Program studi: Administrasi Rumah Sakit, Ilmu Kesehatan Masyarakat, Kesehatan Masyarakat, Administrasi Kesehatan, Manajemen Pelayanan Rumah Sakit | Tingkat pendidikan: Diploma, Sarjana, Profesi;rs_alhuda@yahoo.com;2026-08-11T06:22:59Z
maganghub;a2416606-1305-4784-bd88-565044369805;https://maganghub.kemnaker.go.id/magang-nasional/lowongan/radiografer-a2416606-1305-4784-bd88-565044369805;267a0851-9c40-4524-9f03-2a17d05a9ed1;Rumah Sakit Al Huda Genteng;maganghub-267a0851-9c40-4524-9f03-2a17d05a9ed1;Radiografer;mengoperasikan peralatan pencitraan medis (seperti X-ray, CT scan, MRI, dan USG) untuk menghasilkan gambar diagnostik yang akurat. Mereka mempersiapkan pasien, mengatur posisi tubuh, serta memastikan hasil pemeriksaan berkualitas tinggi dan aman dari paparan radiasi, guna membantu dokter spesialis;Kab. Banyuwangi;1;Aktif;14/07/2026;28/07/2026;Program studi: Radiologi, Teknik Radiologi | Tingkat pendidikan: Diploma, Sarjana, Profesi;rs_alhuda@yahoo.com;2026-08-11T06:23:01Z
maganghub;a238de03-f9db-4df0-a689-e93059380aeb;https://maganghub.kemnaker.go.id/magang-nasional/lowongan/administrasi-general-affair-pt-esgi---sambi-a238de03-f9db-4df0-a689-e93059380aeb;50c81a73-11c8-4b1b-a87b-33849d59094b;PT Eco Smart Garment Indonesia;maganghub-50c81a73-11c8-4b1b-a87b-33849d59094b;Administrasi General Affair PT ESGI - Sambi;Bertanggung jawab memastikan kelancaran operasional non-produksi pabrik melalui administrasi yang tertib dan akurat. Tugas utama mencakup pengelolaan data aset & inventaris perusahaan dengan melakukan pencatatan, update, dan stock opname berkala untuk ATK, APD, furniture, serta peralatan kantor. Selain itu mengelola seluruh proses surat menyurat dan perizinan, mulai dari surat masuk/keluar, dokumen legal perusahaan, hingga pengurusan dan monitoring masa berlaku izin ke instansi terkait seperti Disnaker, BPJS, dan Lingkungan Hidup. Menangani proses pengadaan barang non-produksi dari permintaan barang PR hingga purchase order PO, membandingkan penawaran vendor, membuat berita acara, serta koordinasi pembayaran dengan Finance. Untuk operasional harian, bertugas mengatur service kendaraan operasional, perpanjangan STNK/KIR, booking perjalanan dinas, monitoring log book driver dan BBM, serta mengelola kearsipan fisik dan digital seluruh dokumen GA. Peran ini juga menjadi support utama kebutuhan kantor seperti kebersihan, keamanan, konsumsi meeting, penerimaan tamu, dan menjadi penghubung perusahaan dengan vendor maupun instansi eksternal.;Kab. Boyolali;1;Aktif;14/07/2026;28/07/2026;Program studi: Manajemen, Ilmu Administrasi Negara, Sekretari, Manajemen Logistik, Administrasi Perkantoran | Tingkat pendidikan: Sarjana, Diploma;hrdeco1@ecosmart.co.id;2026-08-11T06:23:05Z
maganghub;a238c79f-1031-42d1-a0f1-fdc0afb40b57;https://maganghub.kemnaker.go.id/magang-nasional/lowongan/trainer-sewing---pt.-esgi-klego-a238c79f-1031-42d1-a0f1-fdc0afb40b57;50c81a73-11c8-4b1b-a87b-33849d59094b;PT Eco Smart Garment Indonesia;maganghub-50c81a73-11c8-4b1b-a87b-33849d59094b;Trainer Sewing - PT. ESGI Klego;1. Melatih hardskill sewing (menjahit Jarum 1, Obras) kepada calon tenaga kerja | 2. Memberikan softskill (Etos Kerja, Kedisiplinan & Tanggung jawab) kepada calon tenaga kerja | 3. Mengelola Line Training, Mempersiapkan sarana pelatihan | 4. Mengelola data training (absensi peserta, penilaian kemampuan & penempatan peserta);Kab. Boyolali;1;Aktif;14/07/2026;28/07/2026;Program studi: Pendidikan Tata Busana, Teknik Industri, Teknik Pembuatan Garmen | Tingkat pendidikan: Diploma, Sarjana, Profesi;hrdeco1@ecosmart.co.id;2026-08-11T06:23:07Z
maganghub;a238c9b3-cb71-49e4-959c-b34e1966fb82;https://maganghub.kemnaker.go.id/magang-nasional/lowongan/hr-payroll---pt.-esgi-klego-a238c9b3-cb71-49e4-959c-b34e1966fb82;50c81a73-11c8-4b1b-a87b-33849d59094b;PT Eco Smart Garment Indonesia;maganghub-50c81a73-11c8-4b1b-a87b-33849d59094b;HR Payroll - PT. ESGI Klego;1. Melakukan penarikan absensi harian karyawan | 2. Memverifikasi absensi harian karyawan | 3. Membuat reporting absensi harian karyawan | 4. Memverifikasi perhitungan lembur | 5. Mengelola dokumen arsip;Kab. Boyolali;1;Aktif;14/07/2026;28/07/2026;Program studi: Akuntansi Manajemen, Teknik Manajemen Industri, Administrasi, Administrasi Perkantoran | Tingkat pendidikan: Diploma, Sarjana, Profesi;hrdeco1@ecosmart.co.id;2026-08-11T06:23:09Z
maganghub;a238e0f6-ae5d-4fcd-990c-f0b885a7042e;https://maganghub.kemnaker.go.id/magang-nasional/lowongan/it-operasioanl---pt-esgi-sambi-a238e0f6-ae5d-4fcd-990c-f0b885a7042e;50c81a73-11c8-4b1b-a87b-33849d59094b;PT Eco Smart Garment Indonesia;maganghub-50c81a73-11c8-4b1b-a87b-33849d59094b;IT Operasioanl - PT ESGI Sambi;Bertanggung jawab menjaga kelancaran operasional IT harian perusahaan melalui penanganan teknis dan prosedural yang responsif. Tugas utama mencakup instalasi, konfigurasi, dan troubleshooting perangkat IT seperti PC, laptop, printer, scanner, serta peripheral pendukung lain sesuai kebutuhan user. Melakukan monitoring dan maintenance rutin terhadap server, jaringan LAN/WiFi, CCTV, access point, dan infrastruktur IT lainnya untuk memastikan semua sistem berjalan stabil. Memberikan support teknis harian kepada user terkait kendala hardware, software standar, koneksi internet, email, akses folder sharing, hingga aplikasi pendukung termasuk SAP level pengguna. Menjalankan prosedur backup data, recovery, dan penerapan keamanan infrastruktur IT sesuai SOP yang berlaku guna mencegah kehilangan data dan gangguan layanan. Berkoordinasi aktif dengan tim Admin IT dan Basis untuk eskalasi masalah kompleks dan memastikan layanan sistem tersedia 24/7. Seluruh pekerjaan wajib didokumentasikan dalam ticketing system dan dilaporkan secara rutin sebagai bentuk akuntabilitas operasional.;Kab. Boyolali;1;Aktif;14/07/2026;28/07/2026;Program studi: Teknik Informatika, Sistem Komputer, Sistem informasi, Manajemen Informatika, Teknik Komputer | Tingkat pendidikan: Diploma, Sarjana;hrdeco1@ecosmart.co.id;2026-08-11T06:23:11Z
maganghub;a238e26f-866a-4367-8655-45ee4ff59b50;https://maganghub.kemnaker.go.id/magang-nasional/lowongan/it-administrasi---pt-esgi-sambi-a238e26f-866a-4367-8655-45ee4ff59b50;50c81a73-11c8-4b1b-a87b-33849d59094b;PT Eco Smart Garment Indonesia;maganghub-50c81a73-11c8-4b1b-a87b-33849d59094b;IT Administrasi - PT ESGI Sambi;Bertanggung jawab mengelola seluruh administrasi sistem dan dokumentasi IT untuk memastikan tertib data dan kelancaran layanan. Tugas utama mencakup pengelolaan master data IT seperti data user, email perusahaan, hak akses aplikasi, dan database aset IT. Melakukan administrasi user support meliputi pembuatan, perubahan, dan penonaktifan akun user pada sistem, aplikasi, dan SAP sesuai permintaan resmi serta SOP. Menangani ticketing administrasi: pencatatan permintaan user, monitoring SLA, hingga update status penyelesaian ke user dan atasan. Bertanggung jawab atas dokumentasi IT berupa SOP, manual guide, berita acara serah terima aset, laporan bulanan IT, serta pengarsipan lisensi software dan kontrak vendor. Melakukan kontrol dan update inventaris aset IT secara berkala, termasuk pencatatan mutasi, perbaikan, dan penghapusan aset. Berkoordinasi dengan tim IT Operasional dan Basis terkait kebutuhan data, pembuatan laporan, serta kelengkapan administrasi untuk audit IT. Memastikan seluruh prosedur administrasi IT berjalan sesuai kebijakan perusahaan dan compliance.;Kab. Boyolali;1;Aktif;14/07/2026;28/07/2026;Program studi: Teknik Informatika, Komputerisasi Akuntansi, Sistem Informasi, Manajemen Informatika, Administrasi Perkantoran | Tingkat pendidikan: Diploma, Sarjana;hrdeco1@ecosmart.co.id;2026-08-11T06:23:12Z
maganghub;a238f45f-939c-40ee-9af3-6e1ff42231f1;https://maganghub.kemnaker.go.id/magang-nasional/lowongan/hr-intern-a238f45f-939c-40ee-9af3-6e1ff42231f1;019f3c09-2caf-70a4-bd64-820ff0c6407d;Pusat Inovasi Nusantara;maganghub-019f3c09-2caf-70a4-bd64-820ff0c6407d;HR Intern;Deskripsi Tugas HR Intern | - Membantu proses rekrutmen mulai dari sourcing kandidat, screening CV, hingga penjadwalan interview. | - Melakukan pencarian kandidat melalui berbagai platform seperti LinkedIn, job portal, dan database internal. | - Membantu administrasi rekrutmen, termasuk mengelola data kandidat dan memperbarui recruitment tracker. | - Mendukung pelaksanaan proses interview dengan menyiapkan jadwal, menghubungi kandidat, dan mendokumentasikan hasil interview. | - Membantu pelaksanaan program employee engagement, seperti internal event, employee gathering, dan kegiatan peningkatan budaya perusahaan. | - Mendukung persiapan dan administrasi program training atau learning & development, termasuk dokumentasi dan evaluasi kegiatan. | - Berkolaborasi dengan tim People & Culture dalam menjalankan berbagai proyek HR sesuai kebutuhan perusahaan. | - Menyusun laporan sederhana terkait aktivitas recruitment dan employee engagement secara berkala.;Kota Adm. Jakarta Barat;1;Aktif;14/07/2026;28/07/2026;Program studi: Manajemen, Teknik Industri, Psikologi, Ilmu Komunikasi, Manajemen Administrasi Perkantoran | Tingkat pendidikan: Sarjana;contact@iykra.com;2026-08-11T06:23:14Z
maganghub;a2395b18-8a9e-4a83-8617-1118530c7290;https://maganghub.kemnaker.go.id/magang-nasional/lowongan/social-media-intern-a2395b18-8a9e-4a83-8617-1118530c7290;019f3c09-2caf-70a4-bd64-820ff0c6407d;Pusat Inovasi Nusantara;maganghub-019f3c09-2caf-70a4-bd64-820ff0c6407d;Social Media Intern;Social Media Intern | - Melakukan riset tren dan mengembangkan ide serta konsep konten yang sesuai dengan target audiens dan identitas brand. | - Membuat desain grafis dan mengedit konten foto maupun video untuk kebutuhan media sosial perusahaan. | - Menyusun caption, copywriting, serta materi pendukung untuk publikasi konten. | - Membantu pengelolaan content calendar dan memastikan konten dipublikasikan sesuai jadwal. | - Berkolaborasi dengan Marketing dalam mendukung campaign digital serta berbagai kebutuhan konten perusahaan.;Kota Adm. Jakarta Barat;1;Aktif;14/07/2026;28/07/2026;Program studi: Ilmu Komunikasi, Pemasaran Digital, Komunikasi Digital dan Media, Hubungan Masyarakat Dan Komunikasi Digital, Manajemen Pemasaran/Marketing | Tingkat pendidikan: Sarjana;contact@iykra.com;2026-08-11T06:23:16Z
maganghub;a23cef76-e3b4-4dba-8532-64c275886b62;https://maganghub.kemnaker.go.id/magang-nasional/lowongan/fisioterapi-a23cef76-e3b4-4dba-8532-64c275886b62;6ef0cc53-ee9a-4631-8b29-3aa76e52e11b;Badan Hukum (Selain PT) Rumah Sakit Islam Fatimah Banyuwangi;maganghub-6ef0cc53-ee9a-4631-8b29-3aa76e52e11b;Fisioterapi;Memahami sistem pelayanan rumah sakit, Menerapkan patient safety dan PPI.,Paham zonasi poli, hand hygiene, & alur berkas pasien. Aman mengoperasikan elektroterapi sesuai kondisi klinis.Tepat menentukan dosis waktu & intensitas termoterapi.Tepat menentukan dosis waktu & intensitas termoterapi.Efektif bantu pengeluaran sputum & perbaiki pola napas.Tepat waktu menghentikan terapi & lapor jika ada indikasi medis berbahaya.;Kab. Banyuwangi;1;Aktif;14/07/2026;28/07/2026;Program studi: Fisioterapi | Tingkat pendidikan: Profesi, Sarjana, Diploma;rsifatimah@gmail.com;2026-08-11T06:23:18Z
